country,nuts_code,region,infant_mortality,satisfaction_water_quality,uncollected_sewage,sewage_treatment,safety_at_night,money_stolen,assaulted,traffic_deaths,low_achieving_reading_level,low_achieving_maths_science,lower_secondary_only,early_school_leavers,broadband_at_home,digital_skills_above_basic,online_interaction_public_authorities,internet_access,freedom_media,subjective_health_status,cancer_death,heart_death,years_life_lost_pollution,positive_emotions,pollution_no2,pollution_somo35,pollution_pm25,bathing_water_quality,trust_national_government,trust_legal_system,trust_police,voiced_opinion,female_participation,institution_quality,freedom_life_choices,job_opp,teenage_pregnancy,young_people_neet,institutions_corruption,institution_impartiality,tt_immigrants,tt_minorities,tt_lgtb,women_respect,tertiary_education,lifelong_learning,academic_citations,gdp_per_capita_2022
AT,AT11,Burgenland,72.16494845360825,82.3049966436391,100.0,98.7,76.47221006852016,48.362429689542964,56.61378638977894,83.01886792452831,65.13315749070463,72.77952095922264,79.1958041958042,66.80216802168022,64.9056603773585,58.339692671511905,70.00834426034093,72.77594696923595,70.62032339755052,81.52224773669083,73.33135860979463,90.82364580756864,78.47790783317093,81.37259648190785,69.42919882341944,46.67009814383435,65.1935756736528,94.72222222222223,52.97722900595886,83.25726146989537,68.54959082543967,53.02351243574311,53.476315215018595,65.23580365736284,74.2398397102165,62.92043433022513,97.40467997821303,80.69498069498069,32.78793030174245,72.54939209726444,60.02728792203305,62.94789562700185,73.825667253554,80.30222430578768,36.570247933884296,29.838709677419352,0.7652622188574448,23.613595706618963
AT,AT12,Niederösterreich,64.94845360824742,82.3049966436391,100.0,99.653143464625,76.47221006852016,48.362429689542964,56.61378638977894,66.0377358490566,65.13315749070463,72.77952095922264,79.72027972027972,76.01626016260163,64.9056603773585,58.339692671511905,76.00429133388963,72.77594696923595,70.62032339755052,81.52224773669083,77.81398104265402,92.65396982438783,80.8262976219079,81.37259648190785,66.83351265392162,51.034657504997114,68.14575900379481,100.0,52.97722900595886,83.25726146989537,68.54959082543967,53.02351243574311,49.48077462812238,67.3917228103946,74.2398397102165,62.92043433022513,96.56707903378069,80.18018018018017,39.03527411814703,73.06231003039515,60.02728792203305,62.94789562700185,73.825667253554,80.30222430578768,42.14876033057851,33.33333333333333,8.795023191160471,29.874776386404292
AT,AT13,Wien,62.88659793814433,82.3049966436391,100.0,99.8,76.47221006852016,48.362429689542964,56.61378638977894,94.96855345911949,65.13315749070463,72.77952095922264,74.12587412587413,61.51761517615176,71.66037735849055,58.339692671511905,82.76314221003697,72.77594696923595,70.62032339755052,81.52224773669083,71.33688783570301,89.65495918872125,76.47817043473566,81.37259648190785,33.619008891849546,52.08887511894315,62.46495196447128,93.79084967320257,52.97722900595886,83.25726146989537,68.54959082543967,53.02351243574311,76.52259332023569,71.14533205004811,74.2398397102165,62.92043433022513,92.52497382061904,67.18146718146718,38.67403314917126,62.727963525835875,60.02728792203305,62.94789562700185,73.825667253554,80.30222430578768,65.9090909090909,54.56989247311827,57.09380335653934,43.02325581395349
AT,AT21,Kärnten,88.65979381443299,81.95278681708335,100.0,99.9405913814492,85.2828491304877,45.48397706722078,28.11669499520528,57.23270440251572,65.13315749070463,72.77952095922264,84.61538461538461,76.55826558265582,60.30188679245285,56.68938618798149,68.26796996066278,82.42564387824405,78.70447420783695,81.66454866197746,78.52488151658768,93.8844917140737,81.62569180562424,89.47508088808185,59.084537634043485,47.035239582192304,69.42025188810288,100.0,45.2085745843813,84.02507278501488,81.03162220915185,57.99815143474763,37.25442043222,70.24061597690086,80.63224319029217,68.26622351368282,96.41271651348062,85.07078507078506,36.84657883552911,68.57902735562311,67.84082776345656,74.75099582113248,68.31667953005397,83.55280195516984,40.49586776859503,34.946236559139784,6.345812167439294,31.3953488372093
AT,AT22,Steiermark,79.38144329896907,81.95278681708335,100.0,99.67767768451512,85.2828491304877,45.48397706722078,28.11669499520528,74.84276729559748,65.13315749070463,72.77952095922264,79.37062937062937,76.55826558265582,60.86792452830187,56.68938618798149,70.75932769102396,82.42564387824405,78.70447420783695,81.66454866197746,80.05529225908373,93.33415780361118,77.30488592837062,89.47508088808185,57.21159670474874,47.000003468037434,63.56743178918781,100.0,45.2085745843813,84.02507278501488,81.03162220915185,57.99815143474763,67.46070726915514,67.31472569778633,80.63224319029217,68.26622351368282,95.31209019347213,80.05148005148006,33.871653208669784,74.08814589665654,67.84082776345656,74.75099582113248,68.31667953005397,83.55280195516984,38.223140495867774,38.44086021505376,31.911839897974772,32.28980322003578
AT,AT31,Oberösterreich,74.22680412371133,76.7380882066625,100.0,98.8147156089765,83.7986256611221,52.51991158248347,21.522662464976918,61.0062893081761,65.13315749070463,72.77952095922264,76.92307692307692,76.82926829268293,66.22641509433961,57.85100968367036,72.07056860174039,83.97986620657882,77.47956044687912,88.6442929158879,86.58175355450237,92.03561711600297,79.89880826876887,80.85073845105686,57.88220331363785,55.46880234606949,67.02916635570068,92.96296296296293,55.53178208309227,81.48624031581532,68.97893818138583,44.5205057265053,63.864720740948556,71.70356111645812,74.92963379322792,61.117066912728106,96.14529633036483,85.84298584298584,39.60900977475563,68.25607902735564,67.45966808628819,72.5496113649,71.47426033391734,73.38677580517322,38.63636363636363,34.946236559139784,8.281888105026653,37.74597495527728
AT,AT32,Salzburg,71.1340206185567,76.7380882066625,100.0,97.7652726473852,83.7986256611221,52.51991158248347,21.522662464976918,72.95597484276729,65.13315749070463,72.77952095922264,83.74125874125875,70.6639566395664,69.77358490566036,57.85100968367036,72.86923352008584,83.97986620657882,77.47956044687912,88.6442929158879,89.13902053712481,95.72099925797674,86.21365189533059,80.85073845105686,59.56357633259441,55.588697544470094,75.67004918622125,100.0,55.53178208309227,81.48624031581532,68.97893818138583,44.5205057265053,87.0388561449464,76.70837343599615,74.92963379322792,61.117066912728106,97.52646229143176,81.33848133848133,30.237994050148743,69.338905775076,67.45966808628819,72.5496113649,71.47426033391734,73.38677580517322,40.28925619834711,35.483870967741936,18.841471018212115,45.08050089445438
AT,AT33,Tirol,75.25773195876289,76.7380882066625,100.0,99.4544924709295,83.7986256611221,52.51991158248347,21.522662464976918,76.1006289308176,65.13315749070463,72.77952095922264,77.27272727272728,72.35772357723577,58.22641509433965,57.85100968367036,69.62689235904162,83.97986620657882,77.47956044687912,88.6442929158879,88.78357030015798,95.00989364333415,90.80160071986249,80.85073845105686,50.62247219103443,49.539687416817344,82.04683919722449,96.98412698412693,55.53178208309227,81.48624031581532,68.97893818138583,44.5205057265053,64.66382885832779,74.99518768046197,74.92963379322792,61.117066912728106,96.99660288386751,85.45688545688546,38.71653208669782,71.75151975683892,67.45966808628819,72.5496113649,71.47426033391734,73.38677580517322,37.603305785123965,42.204301075268816,34.67781453655578,38.19320214669052
AT,AT34,Vorarlberg,83.50515463917526,76.7380882066625,100.0,99.8093424213017,83.7986256611221,52.51991158248347,21.522662464976918,79.24528301886792,65.13315749070463,72.77952095922264,74.12587412587413,74.52574525745257,75.96226415094338,57.85100968367036,72.89307426391704,83.97986620657882,77.47956044687912,88.6442929158879,85.45616113744076,94.69453376205787,86.2928545223897,80.85073845105686,52.54022906634726,49.571305630877355,75.70473322785514,100.0,55.53178208309227,81.48624031581532,68.97893818138583,44.5205057265053,81.44509932329169,73.07025986525504,74.92963379322792,61.117066912728106,96.05057889122403,80.43758043758044,33.89290267743306,65.6724924012158,67.45966808628819,72.5496113649,71.47426033391734,73.38677580517322,33.471074380165284,35.75268817204301,2.100458841403539,44.63327370304115
BE,BE10,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,72.16494845360825,41.230872525645495,100.0,100.0,30.659666528780622,0.0,2.308229243002515,95.59748427672956,71.70707522746703,81.83961062420583,63.98601398601399,70.32520325203251,71.81132075471699,42.77461496794213,75.76588389557755,83.12490089000738,80.27217545583967,96.26426813052653,79.52211690363349,93.51966361612664,75.47698751964116,71.4773041496314,26.495195211950474,83.30766366711447,60.42423633969151,65.45505026888007,70.79755877693508,57.39941815727702,74.08084409537133,10.038179971554294,81.15356802314044,52.993262752646764,85.95512823314343,43.99788352860963,94.00840904497089,71.81467181467183,50.23374415639608,42.76215805471125,73.07002787639874,79.18597102842138,70.68966519312166,69.26621876653995,82.23140495867767,35.75268817204301,46.651765579029146,61.985688729874774
